Date;SX5E Index
05/06/2020;3384,29
08/06/2020;3366,29
09/06/2020;3320,71
10/06/2020;3293,71
11/06/2020;3144,57
12/06/2020;3153,74
15/06/2020;3136,4
16/06/2020;3242,65
17/06/2020;3267,26
18/06/2020;3249,9
19/06/2020;3269,1
22/06/2020;3241,69
23/06/2020;3298,83
24/06/2020;3196,12
25/06/2020;3218,91
26/06/2020;3204,17
29/06/2020;3232,02
30/06/2020;3234,07
01/07/2020;3228,45
02/07/2020;3320,09
03/07/2020;3294,38
06/07/2020;3350,03
07/07/2020;3321,56
08/07/2020;3286,09
09/07/2020;3261,17
10/07/2020;3296,22
13/07/2020;3350
14/07/2020;3321,39
15/07/2020;3378,21
16/07/2020;3365,35
17/07/2020;3365,6
20/07/2020;3388,34
21/07/2020;3405,35
22/07/2020;3370,76
23/07/2020;3371,74
24/07/2020;3310,89
27/07/2020;3302,84
28/07/2020;3303,56
29/07/2020;3300,16
30/07/2020;3208,2
31/07/2020;3174,32
03/08/2020;3248,28
04/08/2020;3254,29
05/08/2020;3268,38
06/08/2020;3240,39
07/08/2020;3252,65
10/08/2020;3259,71
11/08/2020;3332,12
12/08/2020;3363,18
13/08/2020;3342,85
14/08/2020;3305,05
17/08/2020;3305,85
18/08/2020;3289,64
19/08/2020;3317,62
20/08/2020;3273,98
21/08/2020;3259,75
24/08/2020;3331,74
25/08/2020;3329,71
26/08/2020;3356,76
27/08/2020;3331,04
28/08/2020;3315,54
31/08/2020;3272,51
01/09/2020;3277,58
02/09/2020;3337,77
03/09/2020;3304,22
04/09/2020;3260,59
07/09/2020;3314,07
08/09/2020;3267,37
09/09/2020;3324,83
10/09/2020;3312,77
11/09/2020;3315,81
14/09/2020;3316,79
15/09/2020;3332,26
16/09/2020;3338,84
17/09/2020;3316,57
18/09/2020;3283,69
21/09/2020;3160,95
22/09/2020;3164,13
23/09/2020;3180,11
24/09/2020;3159,64
25/09/2020;3137,06
28/09/2020;3223,19
29/09/2020;3214,3
30/09/2020;3193,61
01/10/2020;3194,09
02/10/2020;3190,93
05/10/2020;3220,22
06/10/2020;3233,3
07/10/2020;3233,43
08/10/2020;3255,76
09/10/2020;3273,12
12/10/2020;3298,12
13/10/2020;3279,19
14/10/2020;3273,28
15/10/2020;3192,69
16/10/2020;3245,47
19/10/2020;3242,51
20/10/2020;3227,87
21/10/2020;3180,7
22/10/2020;3171,41
23/10/2020;3198,86
26/10/2020;3105,25
27/10/2020;3070,6
28/10/2020;2963,54
29/10/2020;2960,03
30/10/2020;2958,21
02/11/2020;3019,54
03/11/2020;3098,72
04/11/2020;3161,07
05/11/2020;3215,56
06/11/2020;3204,05
09/11/2020;3407,91
10/11/2020;3442,62
11/11/2020;3467,3
12/11/2020;3428,2
13/11/2020;3432,07
16/11/2020;3466,21
17/11/2020;3468,48
18/11/2020;3482,17
19/11/2020;3451,97
20/11/2020;3467,6
23/11/2020;3463,04
24/11/2020;3507,98
25/11/2020;3511,9
26/11/2020;3510,94
27/11/2020;3527,79
30/11/2020;3492,54
01/12/2020;3525,24
02/12/2020;3521,32
03/12/2020;3517,1
04/12/2020;3539,27
07/12/2020;3530,08
08/12/2020;3525,87
09/12/2020;3529,02
10/12/2020;3522,31
11/12/2020;3485,84
14/12/2020;3503,96
15/12/2020;3521,5
16/12/2020;3543
17/12/2020;3560,87
18/12/2020;3545,74
21/12/2020;3448,68
22/12/2020;3497,49
23/12/2020;3539,26
24/12/2020;3543,28
28/12/2020;3575,41
29/12/2020;3581,37
30/12/2020;3571,59
31/12/2020;3552,64
04/01/2021;3564,39
05/01/2021;3547,85
06/01/2021;3611,08
07/01/2021;3622,42
08/01/2021;3645,05
11/01/2021;3620,62
12/01/2021;3612,13
13/01/2021;3616,51
14/01/2021;3641,37
15/01/2021;3599,55
18/01/2021;3602,67
19/01/2021;3595,42
20/01/2021;3624,04
21/01/2021;3618,35
22/01/2021;3602,41
25/01/2021;3553,14
26/01/2021;3592,83
27/01/2021;3536,38
28/01/2021;3557,04
29/01/2021;3481,44
01/02/2021;3530,85
02/02/2021;3590,46
03/02/2021;3609,75
04/02/2021;3642,12
05/02/2021;3655,77
08/02/2021;3665,51
09/02/2021;3661,13
10/02/2021;3648,37
11/02/2021;3671,68
12/02/2021;3695,61
15/02/2021;3734,2
16/02/2021;3726,4
17/02/2021;3699,85
18/02/2021;3681,04
19/02/2021;3713,46
22/02/2021;3699,85
23/02/2021;3689,1
24/02/2021;3705,99
25/02/2021;3685,28
26/02/2021;3636,44
01/03/2021;3706,62
02/03/2021;3707,72
03/03/2021;3712,78
04/03/2021;3704,85
05/03/2021;3669,54
08/03/2021;3763,24
09/03/2021;3786,05
10/03/2021;3819,92
11/03/2021;3845,64
12/03/2021;3833,36
15/03/2021;3829,84
16/03/2021;3850,96
17/03/2021;3849,74
18/03/2021;3867,54
19/03/2021;3837,02
22/03/2021;3833,84
23/03/2021;3827,02
24/03/2021;3832,55
25/03/2021;3832,57
26/03/2021;3866,68
29/03/2021;3882,87
30/03/2021;3926,2
31/03/2021;3919,21
01/04/2021;3945,96
06/04/2021;3970,42
07/04/2021;3956,77
08/04/2021;3977,83
09/04/2021;3978,84
12/04/2021;3961,9
13/04/2021;3966,99
14/04/2021;3976,28
15/04/2021;3993,43
16/04/2021;4032,99
19/04/2021;4019,91
20/04/2021;3940,46
21/04/2021;3976,41
22/04/2021;4014,8
23/04/2021;4013,34
26/04/2021;4020,83
27/04/2021;4011,91
28/04/2021;4015,03
29/04/2021;3996,9
30/04/2021;3974,74
03/05/2021;4000,25
04/05/2021;3924,8
05/05/2021;4002,79
06/05/2021;3999,44
07/05/2021;4034,25
10/05/2021;4023,35
11/05/2021;3946,06
12/05/2021;3947,43
13/05/2021;3952,45
14/05/2021;4017,44
17/05/2021;4006,84
18/05/2021;4005,34
19/05/2021;3936,74
20/05/2021;3999,91
21/05/2021;4025,78
24/05/2021;4035,58
25/05/2021;4036,04
26/05/2021;4031,67
27/05/2021;4039,21
28/05/2021;4070,56
31/05/2021;4039,46
01/06/2021;4071,75
02/06/2021;4088,5
03/06/2021;4079,24
04/06/2021;4089,38
07/06/2021;4097,65
08/06/2021;4096,01
09/06/2021;4096,85
10/06/2021;4096,07
11/06/2021;4126,7
14/06/2021;4132,67
15/06/2021;4143,52
16/06/2021;4151,76
17/06/2021;4158,14
18/06/2021;4083,37
21/06/2021;4112,33
22/06/2021;4123,13
23/06/2021;4075,94
24/06/2021;4122,43
25/06/2021;4120,66
28/06/2021;4089,91
29/06/2021;4107,51
30/06/2021;4064,3
01/07/2021;4078,89
02/07/2021;4084,31
05/07/2021;4087,37
06/07/2021;4052,67
07/07/2021;4078,53
08/07/2021;3991,66
09/07/2021;4068,09
12/07/2021;4093,38
13/07/2021;4094,56
14/07/2021;4099,5
15/07/2021;4056,39
16/07/2021;4035,77
19/07/2021;3928,53
20/07/2021;3956,34
21/07/2021;4026,68
22/07/2021;4059,05
23/07/2021;4109,1
26/07/2021;4102,59
27/07/2021;4064,83
28/07/2021;4103,03
29/07/2021;4116,77
30/07/2021;4089,3
02/08/2021;4116,62
03/08/2021;4117,95
04/08/2021;4144,9
05/08/2021;4161,08
06/08/2021;4174,54
09/08/2021;4177,15
10/08/2021;4187,82
11/08/2021;4206,33
12/08/2021;4226,33
13/08/2021;4229,7
16/08/2021;4202,44
17/08/2021;4196,4
18/08/2021;4189,42
19/08/2021;4124,71
20/08/2021;4147,5
23/08/2021;4176,42
24/08/2021;4178,08
25/08/2021;4181,12
26/08/2021;4169,87
27/08/2021;4190,98
30/08/2021;4198,8
31/08/2021;4196,41
01/09/2021;4227,27
02/09/2021;4232,1
03/09/2021;4201,98
06/09/2021;4246,13
07/09/2021;4225,01
08/09/2021;4177,15
09/09/2021;4177,11
10/09/2021;4170,35
13/09/2021;4189,53
14/09/2021;4191,67
15/09/2021;4145,94
16/09/2021;4169,87
17/09/2021;4130,84
20/09/2021;4043,63
21/09/2021;4097,51
22/09/2021;4150,19
23/09/2021;4194,92
24/09/2021;4158,51
27/09/2021;4165,48
28/09/2021;4058,82
29/09/2021;4080,22
30/09/2021;4048,08
01/10/2021;4035,3
04/10/2021;3996,41
05/10/2021;4065,43
06/10/2021;4012,65
07/10/2021;4098,34
08/10/2021;4073,29
11/10/2021;4072,52
12/10/2021;4055,09
13/10/2021;4083,28
14/10/2021;4149,06
15/10/2021;4182,91
18/10/2021;4151,4
19/10/2021;4166,83
20/10/2021;4172,17
21/10/2021;4155,73
22/10/2021;4188,81
25/10/2021;4188,31
26/10/2021;4223,97
27/10/2021;4220,88
28/10/2021;4233,87
29/10/2021;4250,56
01/11/2021;4280,47
02/11/2021;4296,22
03/11/2021;4309,61
04/11/2021;4333,34
05/11/2021;4363,04
08/11/2021;4352,53
09/11/2021;4344,63
10/11/2021;4348,82
11/11/2021;4358
12/11/2021;4370,33
15/11/2021;4386,19
16/11/2021;4401,49
17/11/2021;4400,81
18/11/2021;4383,7
19/11/2021;4356,47
22/11/2021;4338,69
23/11/2021;4283,82
24/11/2021;4276,25
25/11/2021;4293,24
26/11/2021;4089,58
29/11/2021;4109,51
30/11/2021;4063,06
01/12/2021;4179,15
02/12/2021;4108,02
03/12/2021;4080,15
06/12/2021;4137,11
07/12/2021;4276,2
08/12/2021;4233,09
09/12/2021;4208,3
10/12/2021;4199,16
13/12/2021;4183,04
14/12/2021;4144,51
15/12/2021;4159,68
16/12/2021;4201,87
17/12/2021;4161,35
20/12/2021;4107,13
21/12/2021;4174,99
22/12/2021;4217,06
23/12/2021;4265,86
24/12/2021;4255,01
27/12/2021;4287,98
28/12/2021;4311,93
29/12/2021;4284,83
30/12/2021;4306,07
31/12/2021;4298,41
03/01/2022;4331,82
04/01/2022;4367,62
05/01/2022;4392,15
06/01/2022;4324,81
07/01/2022;4305,83
10/01/2022;4239,52
11/01/2022;4281,54
12/01/2022;4316,39
13/01/2022;4315,9
14/01/2022;4272,19
17/01/2022;4302,14
18/01/2022;4257,82
19/01/2022;4268,28
20/01/2022;4299,61
21/01/2022;4229,56
24/01/2022;4054,36
25/01/2022;4078,26
26/01/2022;4164,6
27/01/2022;4184,97
28/01/2022;4136,91
31/01/2022;4174,6
01/02/2022;4224,45
02/02/2022;4222,05
03/02/2022;4141,02
04/02/2022;4086,58
07/02/2022;4120,56
08/02/2022;4129,25
09/02/2022;4204,09
10/02/2022;4197,07
11/02/2022;4155,23
14/02/2022;4064,45
15/02/2022;4143,71
16/02/2022;4137,22
17/02/2022;4113,19
18/02/2022;4074,28
21/02/2022;3985,71
22/02/2022;3985,47
23/02/2022;3973,41
24/02/2022;3829,29
25/02/2022;3970,69
28/02/2022;3924,23
01/03/2022;3765,85
02/03/2022;3820,59
03/03/2022;3741,78
04/03/2022;3556,01
07/03/2022;3512,22
08/03/2022;3505,29
09/03/2022;3766,02
10/03/2022;3651,39
11/03/2022;3686,78
14/03/2022;3741,1
15/03/2022;3738,11
16/03/2022;3889,69
17/03/2022;3885,32
18/03/2022;3902,44
21/03/2022;3881,8
22/03/2022;3926,12
23/03/2022;3869,22
24/03/2022;3863,39
25/03/2022;3867,73
28/03/2022;3887,1
29/03/2022;4002,18
30/03/2022;3959,14
31/03/2022;3902,52
